date,season,year,month,holiday,weekday,workingday,weather_situation,temperature,humidity,casual,registered,total,Usage_Category,month_group
2012-03-14,Spring,1,Mar,0,Wed,1,Clear/Partly Cloudy,0.5725,0.507083,997,5315,6312,Very High,Q1 (Jan-Mar)
2012-03-15,Spring,1,Mar,0,Thu,1,Clear/Partly Cloudy,0.5575,0.579583,1005,5187,6192,Very High,Q1 (Jan-Mar)
2012-03-16,Spring,1,Mar,0,Fri,1,Misty/Cloudy,0.435833,0.842083,548,3830,4378,Very High,Q1 (Jan-Mar)
2012-03-17,Spring,1,Mar,0,Sat,0,Misty/Cloudy,0.514167,0.755833,3155,4681,7836,Very High,Q1 (Jan-Mar)
2012-03-18,Spring,1,Mar,0,Sun,0,Misty/Cloudy,0.4725,0.81,2207,3685,5892,Very High,Q1 (Jan-Mar)
2012-03-19,Spring,1,Mar,0,Mon,1,Clear/Partly Cloudy,0.545,0.72875,982,5171,6153,Very High,Q1 (Jan-Mar)
2012-03-20,Spring,1,Mar,0,Tue,1,Clear/Partly Cloudy,0.560833,0.807917,1051,5042,6093,Very High,Q1 (Jan-Mar)
2012-03-21,Summer,1,Mar,0,Wed,1,Misty/Cloudy,0.531667,0.82125,1122,5108,6230,Very High,Q1 (Jan-Mar)
2012-03-22,Summer,1,Mar,0,Thu,1,Clear/Partly Cloudy,0.554167,0.83125,1334,5537,6871,Very High,Q1 (Jan-Mar)
2012-03-23,Summer,1,Mar,0,Fri,1,Misty/Cloudy,0.601667,0.694167,2469,5893,8362,Very High,Q1 (Jan-Mar)
2012-03-24,Summer,1,Mar,0,Sat,0,Misty/Cloudy,0.5025,0.885417,1033,2339,3372,Very High,Q1 (Jan-Mar)
2012-03-25,Summer,1,Mar,0,Sun,0,Misty/Cloudy,0.4375,0.880833,1532,3464,4996,Very High,Q1 (Jan-Mar)
2012-03-26,Summer,1,Mar,0,Mon,1,Clear/Partly Cloudy,0.445833,0.477917,795,4763,5558,Very High,Q1 (Jan-Mar)
2012-03-27,Summer,1,Mar,0,Tue,1,Clear/Partly Cloudy,0.323333,0.29,531,4571,5102,Very High,Q1 (Jan-Mar)
2012-03-28,Summer,1,Mar,0,Wed,1,Clear/Partly Cloudy,0.484167,0.48125,674,5024,5698,Very High,Q1 (Jan-Mar)
2012-03-29,Summer,1,Mar,0,Thu,1,Clear/Partly Cloudy,0.494167,0.439167,834,5299,6133,Very High,Q1 (Jan-Mar)
2012-03-30,Summer,1,Mar,0,Fri,1,Misty/Cloudy,0.37,0.580833,796,4663,5459,Very High,Q1 (Jan-Mar)
2012-03-31,Summer,1,Mar,0,Sat,0,Misty/Cloudy,0.424167,0.738333,2301,3934,6235,Very High,Q1 (Jan-Mar)
2012-04-01,Summer,1,Apr,0,Sun,0,Misty/Cloudy,0.425833,0.67625,2347,3694,6041,Very High,Q2 (Apr-Jun)
2012-04-02,Summer,1,Apr,0,Mon,1,Clear/Partly Cloudy,0.433913,0.504348,1208,4728,5936,Very High,Q2 (Apr-Jun)
2012-04-03,Summer,1,Apr,0,Tue,1,Clear/Partly Cloudy,0.466667,0.396667,1348,5424,6772,Very High,Q2 (Apr-Jun)
2012-04-04,Summer,1,Apr,0,Wed,1,Clear/Partly Cloudy,0.541667,0.469583,1058,5378,6436,Very High,Q2 (Apr-Jun)
2012-04-05,Summer,1,Apr,0,Thu,1,Clear/Partly Cloudy,0.435,0.374167,1192,5265,6457,Very High,Q2 (Apr-Jun)
2012-04-06,Summer,1,Apr,0,Fri,1,Clear/Partly Cloudy,0.403333,0.377083,1807,4653,6460,Very High,Q2 (Apr-Jun)
2012-04-07,Summer,1,Apr,0,Sat,0,Clear/Partly Cloudy,0.4375,0.254167,3252,3605,6857,Very High,Q2 (Apr-Jun)
2012-04-08,Summer,1,Apr,0,Sun,0,Clear/Partly Cloudy,0.5,0.275833,2230,2939,5169,Very High,Q2 (Apr-Jun)
2012-04-09,Summer,1,Apr,0,Mon,1,Clear/Partly Cloudy,0.489167,0.3175,905,4680,5585,Very High,Q2 (Apr-Jun)
2012-04-10,Summer,1,Apr,0,Tue,1,Clear/Partly Cloudy,0.446667,0.435,819,5099,5918,Very High,Q2 (Apr-Jun)
2012-04-11,Summer,1,Apr,0,Wed,1,Clear/Partly Cloudy,0.348696,0.469565,482,4380,4862,Very High,Q2 (Apr-Jun)
2012-04-12,Summer,1,Apr,0,Thu,1,Clear/Partly Cloudy,0.3975,0.46625,663,4746,5409,Very High,Q2 (Apr-Jun)
2012-04-13,Summer,1,Apr,0,Fri,1,Clear/Partly Cloudy,0.4425,0.408333,1252,5146,6398,Very High,Q2 (Apr-Jun)
2012-04-14,Summer,1,Apr,0,Sat,0,Clear/Partly Cloudy,0.495,0.502917,2795,4665,7460,Very High,Q2 (Apr-Jun)
2012-04-15,Summer,1,Apr,0,Sun,0,Clear/Partly Cloudy,0.606667,0.507917,2846,4286,7132,Very High,Q2 (Apr-Jun)
2012-04-16,Summer,1,Apr,1,Mon,0,Clear/Partly Cloudy,0.664167,0.561667,1198,5172,6370,Very High,Q2 (Apr-Jun)
2012-04-17,Summer,1,Apr,0,Tue,1,Clear/Partly Cloudy,0.608333,0.390417,989,5702,6691,Very High,Q2 (Apr-Jun)
2012-04-18,Summer,1,Apr,0,Wed,1,Misty/Cloudy,0.463333,0.569167,347,4020,4367,Very High,Q2 (Apr-Jun)
2012-04-19,Summer,1,Apr,0,Thu,1,Clear/Partly Cloudy,0.498333,0.6125,846,5719,6565,Very High,Q2 (Apr-Jun)
2012-04-20,Summer,1,Apr,0,Fri,1,Clear/Partly Cloudy,0.526667,0.694583,1340,5950,7290,Very High,Q2 (Apr-Jun)
2012-04-21,Summer,1,Apr,0,Sat,0,Clear/Partly Cloudy,0.57,0.682917,2541,4083,6624,Very High,Q2 (Apr-Jun)
2012-04-22,Summer,1,Apr,0,Sun,0,Light Snow/Rain,0.396667,0.835417,120,907,1027,Very High,Q2 (Apr-Jun)
2012-04-23,Summer,1,Apr,0,Mon,1,Misty/Cloudy,0.321667,0.766667,195,3019,3214,Very High,Q2 (Apr-Jun)
2012-04-24,Summer,1,Apr,0,Tue,1,Clear/Partly Cloudy,0.413333,0.454167,518,5115,5633,Very High,Q2 (Apr-Jun)
2012-04-25,Summer,1,Apr,0,Wed,1,Clear/Partly Cloudy,0.476667,0.427917,655,5541,6196,Very High,Q2 (Apr-Jun)
2012-04-26,Summer,1,Apr,0,Thu,1,Misty/Cloudy,0.498333,0.756667,475,4551,5026,Very High,Q2 (Apr-Jun)
2012-04-27,Summer,1,Apr,0,Fri,1,Clear/Partly Cloudy,0.4575,0.400833,1014,5219,6233,Very High,Q2 (Apr-Jun)
2012-04-28,Summer,1,Apr,0,Sat,0,Misty/Cloudy,0.376667,0.489583,1120,3100,4220,Very High,Q2 (Apr-Jun)
2012-04-29,Summer,1,Apr,0,Sun,0,Clear/Partly Cloudy,0.458333,0.587083,2229,4075,6304,Very High,Q2 (Apr-Jun)
2012-04-30,Summer,1,Apr,0,Mon,1,Misty/Cloudy,0.464167,0.57,665,4907,5572,Very High,Q2 (Apr-Jun)
2012-05-01,Summer,1,May,0,Tue,1,Misty/Cloudy,0.613333,0.659583,653,5087,5740,Very High,Q2 (Apr-Jun)
2012-05-02,Summer,1,May,0,Wed,1,Clear/Partly Cloudy,0.564167,0.797083,667,5502,6169,Very High,Q2 (Apr-Jun)
2012-05-03,Summer,1,May,0,Thu,1,Misty/Cloudy,0.56,0.768333,764,5657,6421,Very High,Q2 (Apr-Jun)
2012-05-04,Summer,1,May,0,Fri,1,Clear/Partly Cloudy,0.6275,0.735417,1069,5227,6296,Very High,Q2 (Apr-Jun)
2012-05-05,Summer,1,May,0,Sat,0,Misty/Cloudy,0.621667,0.756667,2496,4387,6883,Very High,Q2 (Apr-Jun)
2012-05-06,Summer,1,May,0,Sun,0,Misty/Cloudy,0.5625,0.74,2135,4224,6359,Very High,Q2 (Apr-Jun)
2012-05-07,Summer,1,May,0,Mon,1,Misty/Cloudy,0.5375,0.664167,1008,5265,6273,Very High,Q2 (Apr-Jun)
2012-05-08,Summer,1,May,0,Tue,1,Misty/Cloudy,0.581667,0.685833,738,4990,5728,Very High,Q2 (Apr-Jun)
2012-05-09,Summer,1,May,0,Wed,1,Misty/Cloudy,0.575,0.744167,620,4097,4717,Very High,Q2 (Apr-Jun)
2012-05-10,Summer,1,May,0,Thu,1,Clear/Partly Cloudy,0.505833,0.552083,1026,5546,6572,Very High,Q2 (Apr-Jun)
2012-05-11,Summer,1,May,0,Fri,1,Clear/Partly Cloudy,0.533333,0.360417,1319,5711,7030,Very High,Q2 (Apr-Jun)
2012-05-12,Summer,1,May,0,Sat,0,Clear/Partly Cloudy,0.564167,0.480417,2622,4807,7429,Very High,Q2 (Apr-Jun)
2012-05-13,Summer,1,May,0,Sun,0,Clear/Partly Cloudy,0.6125,0.57625,2172,3946,6118,Very High,Q2 (Apr-Jun)
2012-05-14,Summer,1,May,0,Mon,1,Misty/Cloudy,0.573333,0.789583,342,2501,2843,Very High,Q2 (Apr-Jun)
2012-05-15,Summer,1,May,0,Tue,1,Misty/Cloudy,0.611667,0.794583,625,4490,5115,Very High,Q2 (Apr-Jun)
2012-05-16,Summer,1,May,0,Wed,1,Clear/Partly Cloudy,0.636667,0.697917,991,6433,7424,Very High,Q2 (Apr-Jun)
2012-05-17,Summer,1,May,0,Thu,1,Clear/Partly Cloudy,0.593333,0.52,1242,6142,7384,Very High,Q2 (Apr-Jun)
2012-05-18,Summer,1,May,0,Fri,1,Clear/Partly Cloudy,0.564167,0.523333,1521,6118,7639,Very High,Q2 (Apr-Jun)
2012-05-19,Summer,1,May,0,Sat,0,Clear/Partly Cloudy,0.6,0.45625,3410,4884,8294,Very High,Q2 (Apr-Jun)
2012-05-20,Summer,1,May,0,Sun,0,Clear/Partly Cloudy,0.620833,0.530417,2704,4425,7129,Very High,Q2 (Apr-Jun)
2012-05-21,Summer,1,May,0,Mon,1,Misty/Cloudy,0.598333,0.81125,630,3729,4359,Very High,Q2 (Apr-Jun)
2012-05-22,Summer,1,May,0,Tue,1,Misty/Cloudy,0.615,0.765833,819,5254,6073,Very High,Q2 (Apr-Jun)
2012-05-23,Summer,1,May,0,Wed,1,Misty/Cloudy,0.621667,0.774583,766,4494,5260,Very High,Q2 (Apr-Jun)
2012-05-24,Summer,1,May,0,Thu,1,Clear/Partly Cloudy,0.655,0.716667,1059,5711,6770,Very High,Q2 (Apr-Jun)
2012-05-25,Summer,1,May,0,Fri,1,Clear/Partly Cloudy,0.68,0.747083,1417,5317,6734,Very High,Q2 (Apr-Jun)
2012-05-26,Summer,1,May,0,Sat,0,Clear/Partly Cloudy,0.6925,0.7325,2855,3681,6536,Very High,Q2 (Apr-Jun)
2012-05-27,Summer,1,May,0,Sun,0,Clear/Partly Cloudy,0.69,0.697083,3283,3308,6591,Very High,Q2 (Apr-Jun)
2012-05-28,Summer,1,May,1,Mon,0,Clear/Partly Cloudy,0.7125,0.67625,2557,3486,6043,Very High,Q2 (Apr-Jun)
2012-05-29,Summer,1,May,0,Tue,1,Clear/Partly Cloudy,0.7225,0.684583,880,4863,5743,Very High,Q2 (Apr-Jun)
2012-05-30,Summer,1,May,0,Wed,1,Misty/Cloudy,0.656667,0.67,745,6110,6855,Very High,Q2 (Apr-Jun)
2012-05-31,Summer,1,May,0,Thu,1,Clear/Partly Cloudy,0.68,0.492917,1100,6238,7338,Very High,Q2 (Apr-Jun)
2012-06-01,Summer,1,Jun,0,Fri,1,Misty/Cloudy,0.654167,0.755417,533,3594,4127,Very High,Q2 (Apr-Jun)
2012-06-02,Summer,1,Jun,0,Sat,0,Clear/Partly Cloudy,0.583333,0.549167,2795,5325,8120,Very High,Q2 (Apr-Jun)
2012-06-03,Summer,1,Jun,0,Sun,0,Clear/Partly Cloudy,0.6025,0.493333,2494,5147,7641,Very High,Q2 (Apr-Jun)
2012-06-04,Summer,1,Jun,0,Mon,1,Clear/Partly Cloudy,0.5975,0.487083,1071,5927,6998,Very High,Q2 (Apr-Jun)
2012-06-05,Summer,1,Jun,0,Tue,1,Misty/Cloudy,0.540833,0.613333,968,6033,7001,Very High,Q2 (Apr-Jun)
2012-06-06,Summer,1,Jun,0,Wed,1,Clear/Partly Cloudy,0.554167,0.61125,1027,6028,7055,Very High,Q2 (Apr-Jun)
2012-06-07,Summer,1,Jun,0,Thu,1,Clear/Partly Cloudy,0.6025,0.567083,1038,6456,7494,Very High,Q2 (Apr-Jun)
2012-06-08,Summer,1,Jun,0,Fri,1,Clear/Partly Cloudy,0.649167,0.467917,1488,6248,7736,Very High,Q2 (Apr-Jun)
2012-06-09,Summer,1,Jun,0,Sat,0,Clear/Partly Cloudy,0.710833,0.437083,2708,4790,7498,Very High,Q2 (Apr-Jun)
2012-06-10,Summer,1,Jun,0,Sun,0,Clear/Partly Cloudy,0.726667,0.538333,2224,4374,6598,Very High,Q2 (Apr-Jun)
2012-06-11,Summer,1,Jun,0,Mon,1,Misty/Cloudy,0.720833,0.587917,1017,5647,6664,Very High,Q2 (Apr-Jun)
2012-06-12,Summer,1,Jun,0,Tue,1,Misty/Cloudy,0.653333,0.833333,477,4495,4972,Very High,Q2 (Apr-Jun)
2012-06-13,Summer,1,Jun,0,Wed,1,Clear/Partly Cloudy,0.655833,0.582083,1173,6248,7421,Very High,Q2 (Apr-Jun)
2012-06-14,Summer,1,Jun,0,Thu,1,Clear/Partly Cloudy,0.648333,0.569583,1180,6183,7363,Very High,Q2 (Apr-Jun)
2012-06-15,Summer,1,Jun,0,Fri,1,Clear/Partly Cloudy,0.639167,0.589583,1563,6102,7665,Very High,Q2 (Apr-Jun)
2012-06-16,Summer,1,Jun,0,Sat,0,Clear/Partly Cloudy,0.631667,0.504167,2963,4739,7702,Very High,Q2 (Apr-Jun)
2012-06-17,Summer,1,Jun,0,Sun,0,Clear/Partly Cloudy,0.5925,0.59875,2634,4344,6978,Very High,Q2 (Apr-Jun)
2012-06-18,Summer,1,Jun,0,Mon,1,Misty/Cloudy,0.568333,0.777917,653,4446,5099,Very High,Q2 (Apr-Jun)
2012-06-19,Summer,1,Jun,0,Tue,1,Clear/Partly Cloudy,0.688333,0.69,968,5857,6825,Very High,Q2 (Apr-Jun)
2012-06-20,Summer,1,Jun,0,Wed,1,Clear/Partly Cloudy,0.7825,0.592083,872,5339,6211,Very High,Q2 (Apr-Jun)
2012-06-21,Fall,1,Jun,0,Thu,1,Clear/Partly Cloudy,0.805833,0.567917,778,5127,5905,Very High,Q2 (Apr-Jun)
2012-06-22,Fall,1,Jun,0,Fri,1,Clear/Partly Cloudy,0.7775,0.57375,964,4859,5823,Very High,Q2 (Apr-Jun)
2012-06-23,Fall,1,Jun,0,Sat,0,Clear/Partly Cloudy,0.731667,0.534583,2657,4801,7458,Very High,Q2 (Apr-Jun)
2012-06-24,Fall,1,Jun,0,Sun,0,Clear/Partly Cloudy,0.743333,0.479167,2551,4340,6891,Very High,Q2 (Apr-Jun)
2012-06-25,Fall,1,Jun,0,Mon,1,Clear/Partly Cloudy,0.715833,0.504167,1139,5640,6779,Very High,Q2 (Apr-Jun)
2012-06-26,Fall,1,Jun,0,Tue,1,Clear/Partly Cloudy,0.630833,0.373333,1077,6365,7442,Very High,Q2 (Apr-Jun)
2012-06-27,Fall,1,Jun,0,Wed,1,Clear/Partly Cloudy,0.6975,0.36,1077,6258,7335,Very High,Q2 (Apr-Jun)
2012-06-28,Fall,1,Jun,0,Thu,1,Clear/Partly Cloudy,0.749167,0.4225,921,5958,6879,Very High,Q2 (Apr-Jun)
2012-06-29,Fall,1,Jun,0,Fri,1,Clear/Partly Cloudy,0.834167,0.48875,829,4634,5463,Very High,Q2 (Apr-Jun)
2012-06-30,Fall,1,Jun,0,Sat,0,Clear/Partly Cloudy,0.765,0.60125,1455,4232,5687,Very High,Q2 (Apr-Jun)
2012-07-01,Fall,1,Jul,0,Sun,0,Clear/Partly Cloudy,0.815833,0.51875,1421,4110,5531,Very High,Q3 (Jul-Sep)
2012-07-02,Fall,1,Jul,0,Mon,1,Clear/Partly Cloudy,0.781667,0.447083,904,5323,6227,Very High,Q3 (Jul-Sep)
2012-07-03,Fall,1,Jul,0,Tue,1,Clear/Partly Cloudy,0.780833,0.492083,1052,5608,6660,Very High,Q3 (Jul-Sep)
2012-07-04,Fall,1,Jul,1,Wed,0,Clear/Partly Cloudy,0.789167,0.53875,2562,4841,7403,Very High,Q3 (Jul-Sep)
2012-07-05,Fall,1,Jul,0,Thu,1,Clear/Partly Cloudy,0.8275,0.457917,1405,4836,6241,Very High,Q3 (Jul-Sep)
2012-07-06,Fall,1,Jul,0,Fri,1,Clear/Partly Cloudy,0.828333,0.450833,1366,4841,6207,Very High,Q3 (Jul-Sep)
2012-07-07,Fall,1,Jul,0,Sat,0,Clear/Partly Cloudy,0.861667,0.492083,1448,3392,4840,Very High,Q3 (Jul-Sep)
2012-07-08,Fall,1,Jul,0,Sun,0,Clear/Partly Cloudy,0.8225,0.57375,1203,3469,4672,Very High,Q3 (Jul-Sep)
2012-07-09,Fall,1,Jul,0,Mon,1,Misty/Cloudy,0.710833,0.683333,998,5571,6569,Very High,Q3 (Jul-Sep)
2012-07-10,Fall,1,Jul,0,Tue,1,Misty/Cloudy,0.720833,0.6675,954,5336,6290,Very High,Q3 (Jul-Sep)
2012-07-11,Fall,1,Jul,0,Wed,1,Clear/Partly Cloudy,0.716667,0.633333,975,6289,7264,Very High,Q3 (Jul-Sep)
2012-07-12,Fall,1,Jul,0,Thu,1,Clear/Partly Cloudy,0.715833,0.529583,1032,6414,7446,Very High,Q3 (Jul-Sep)
2012-07-13,Fall,1,Jul,0,Fri,1,Misty/Cloudy,0.731667,0.485833,1511,5988,7499,Very High,Q3 (Jul-Sep)
2012-07-14,Fall,1,Jul,0,Sat,0,Misty/Cloudy,0.703333,0.699167,2355,4614,6969,Very High,Q3 (Jul-Sep)
2012-07-15,Fall,1,Jul,0,Sun,0,Clear/Partly Cloudy,0.745833,0.717917,1920,4111,6031,Very High,Q3 (Jul-Sep)
2012-07-16,Fall,1,Jul,0,Mon,1,Clear/Partly Cloudy,0.763333,0.645,1088,5742,6830,Very High,Q3 (Jul-Sep)
2012-07-17,Fall,1,Jul,0,Tue,1,Clear/Partly Cloudy,0.818333,0.505833,921,5865,6786,Very High,Q3 (Jul-Sep)
2012-07-18,Fall,1,Jul,0,Wed,1,Clear/Partly Cloudy,0.793333,0.577083,799,4914,5713,Very High,Q3 (Jul-Sep)
2012-07-19,Fall,1,Jul,0,Thu,1,Clear/Partly Cloudy,0.77,0.600417,888,5703,6591,Very High,Q3 (Jul-Sep)
2012-07-20,Fall,1,Jul,0,Fri,1,Misty/Cloudy,0.665833,0.844167,747,5123,5870,Very High,Q3 (Jul-Sep)
2012-07-21,Fall,1,Jul,0,Sat,0,Light Snow/Rain,0.595833,0.865417,1264,3195,4459,Very High,Q3 (Jul-Sep)
2012-07-22,Fall,1,Jul,0,Sun,0,Misty/Cloudy,0.6675,0.7625,2544,4866,7410,Very High,Q3 (Jul-Sep)
2012-07-23,Fall,1,Jul,0,Mon,1,Clear/Partly Cloudy,0.741667,0.694167,1135,5831,6966,Very High,Q3 (Jul-Sep)
2012-07-24,Fall,1,Jul,0,Tue,1,Clear/Partly Cloudy,0.750833,0.655,1140,6452,7592,Very High,Q3 (Jul-Sep)
2012-07-25,Fall,1,Jul,0,Wed,1,Clear/Partly Cloudy,0.724167,0.45,1383,6790,8173,Very High,Q3 (Jul-Sep)
2012-07-26,Fall,1,Jul,0,Thu,1,Clear/Partly Cloudy,0.776667,0.596667,1036,5825,6861,Very High,Q3 (Jul-Sep)
2012-07-27,Fall,1,Jul,0,Fri,1,Clear/Partly Cloudy,0.781667,0.594583,1259,5645,6904,Very High,Q3 (Jul-Sep)
2012-07-28,Fall,1,Jul,0,Sat,0,Clear/Partly Cloudy,0.755833,0.613333,2234,4451,6685,Very High,Q3 (Jul-Sep)
2012-07-29,Fall,1,Jul,0,Sun,0,Clear/Partly Cloudy,0.721667,0.62375,2153,4444,6597,Very High,Q3 (Jul-Sep)
2012-07-30,Fall,1,Jul,0,Mon,1,Clear/Partly Cloudy,0.730833,0.66875,1040,6065,7105,Very High,Q3 (Jul-Sep)
2012-07-31,Fall,1,Jul,0,Tue,1,Clear/Partly Cloudy,0.713333,0.704167,968,6248,7216,Very High,Q3 (Jul-Sep)
2012-08-01,Fall,1,Aug,0,Wed,1,Clear/Partly Cloudy,0.7175,0.6775,1074,6506,7580,Very High,Q3 (Jul-Sep)
2012-08-02,Fall,1,Aug,0,Thu,1,Clear/Partly Cloudy,0.7525,0.659583,983,6278,7261,Very High,Q3 (Jul-Sep)
2012-08-03,Fall,1,Aug,0,Fri,1,Misty/Cloudy,0.765833,0.6425,1328,5847,7175,Very High,Q3 (Jul-Sep)
2012-08-04,Fall,1,Aug,0,Sat,0,Clear/Partly Cloudy,0.793333,0.613333,2345,4479,6824,Very High,Q3 (Jul-Sep)
2012-08-05,Fall,1,Aug,0,Sun,0,Clear/Partly Cloudy,0.769167,0.6525,1707,3757,5464,Very High,Q3 (Jul-Sep)
